TOKEN_ADDRESS,TIMESTAMP,PRICE
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-16,0.1080825753
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-17,0.1033235136
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-18,0.09529213835
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-19,0.09928119186
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-20,0.1006033941
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-21,0.1110692864
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-22,0.1089485654
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-23,0.116676282
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-24,0.1155847734
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-25,0.1079654572
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-26,0.1096161727
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-27,0.1007495714
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-28,0.1049781062
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-29,0.1002281651
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-30,0.1013861924
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-08-31,0.1136911125
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-01,0.1201388264
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-02,0.1223483402
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-03,0.119700593
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-04,0.1222287062
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-05,0.1249048292
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-06,0.1333888478
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-07,0.1306652674
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-08,0.1199967981
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-09,0.1411033237
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-10,0.20002315
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-11,0.1686596811
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-12,0.1782792152
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-13,0.2164272732
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-14,0.1845073891
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-15,0.1723141586
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-16,0.1728854236
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-17,0.1638607864
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-18,0.1523171596
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-19,0.1656620794
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-20,0.156922254
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-21,0.1279159022
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-22,0.1200408285
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-23,0.136845565
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-24,0.1577416816
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-25,0.1500134501
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-26,0.1637136627
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-27,0.175781366
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-28,0.157574759
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-29,0.1459513355
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-09-30,0.1446170022
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-10-01,0.1500950341
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-10-02,0.1596959749
0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,2021-10-03,0.1635361225
