TOKEN_ADDRESS,TIMESTAMP,PRICE
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-09-24,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-09-25,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-08,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-09,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-10,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-11,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-12,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-13,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-14,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-15,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-16,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-17,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-18,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-19,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-20,1.227295988
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-21,4.476437445
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-22,4.413362353
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-23,4.50612773
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-24,4.216583751
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-25,4.54508823
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-26,5.419956632
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-27,5.162870024
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-28,4.780961429
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-29,5.151190713
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-30,4.971888347
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-10-31,4.299796801
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-01,4.199605887
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-02,3.435334076
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-03,3.515139927
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-04,3.570791025
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-05,3.786549403
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-06,3.994704621
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-07,3.861079288
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-08,3.939839476
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-09,4.000455421
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-10,3.764462229
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-11,3.437811573
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-12,3.775674877
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-13,4.303097046
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-14,4.924879617
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-15,5.201955885
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-16,6.66027452
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-17,6.051748478
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-18,7.194539429
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-19,7.162986169
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-20,8.359580323
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-21,9.696413089
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-22,9.940028175
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-23,8.068281635
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-24,9.22907239
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-25,8.897063515
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-26,9.228709528
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-27,7.696218494
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-28,7.349817138
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-29,7.697787863
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-11-30,8.487934982
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-01,8.03212054
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-02,7.620164874
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-03,8.225740156
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-04,8.133863901
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-05,7.296579278
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-06,6.734734347
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-07,6.934422142
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-08,7.127608958
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-09,7.331327949
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-10,6.736010079
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-11,6.418118948
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-12,6.541853588
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-13,7.060108301
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-14,6.53653334
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-15,7.068240072
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-16,7.926562727
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-17,8.573644112
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-18,8.573644112
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-19,8.573644112
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-20,12.300746098
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-21,12.350030459
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-22,13.127019737
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-23,13.961495506
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-24,14.384030454
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-25,13.893255648
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-26,14.26
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-27,14.71
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-28,14.55
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-29,13.33
0x72cb10c6bfa5624dd07ef608027e366bd690048f,2021-12-30,12.5375
